"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"7520594087","AK324V    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","631         ","5th Ave             ","                    ","05580","06830","06930"
"7955793420","AK729E    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","470         ","8th Ave             ","                    ","10810","34430","34450"
"7932162634","AK752E    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","555         ","Hudson St           ","                    ","23190","28690","33990"
"7991313943","AK916C    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","258         ","St Nicholas Ave     ","                    ","31190","36230","25690"
"7267800269","AK987X    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","111         ","Lafayette St        ","                    ","24390","32900","14010"
"7267158444","ALR9760   ","NY","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","I","E           ","Lafayette St        ","300ft N/of Duane St ","00000","00000","00000"
"7995736691","ALU5937   ","NY","PAS","20100306","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","1448        ","1st Ave             ","                    ","10010","18490","18510"
"7183377519","AL138P    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1770        ","Grand Concourse     ","                    ","36420","20120","26910"
"7527883303","AL148Z    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","K    ","F","214         ","5th Ave             ","                    ","05580","86530","72230"
"7742571821","AL212T    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","666-668     ","Greenwich St        ","                    ","21790","12610","15210"
"7382638870","AL251G    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","2429        ","Grand Concourse     ","                    ","36420","27270","27300"
"7506006510","AL615Y    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","97          ","Greenpoint Ave      ","                    ","46030","42030","58330"
"7944549711","AL837R    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","134         ","Avenue A            ","                    ","12110","40404","40404"
"7946276837","AM126G    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","428         ","Lafayette St        ","                    ","24390","17070","11820"
